542.0, 310.0, -40.0, 40.0
643.0, 316.0, -20.0, 40.0
731.0, 326.0, 0.0, 40.0
816.0, 320.0, 20.0, 40.0
913.0, 313.0, 40.0, 40.0
564.0, 415.0, -40.0, 20.0
655.0, 416.0, -20.0, 20.0
732.0, 415.0, 0.0, 20.0
811.0, 412.0, 20.0, 20.0
895.0, 412.0, 40.0, 20.0
569.0, 498.0, -40.0, 0.0
656.0, 501.0, -20.0, 0.0
730.0, 499.0, 0.0, 0.0
806.0, 499.0, 20.0, 0.0
890.0, 500.0, 40.0, 0.0
563.0, 588.0, -40.0, -20.0
655.0, 581.0, -20.0, -20.0
731.0, 583.0, 0.0, -20.0
809.0, 583.0, 20.0, -20.0
896.0, 588.0, 40.0, -20.0
541.0, 691.0, -40.0, -40.0
645.0, 678.0, -20.0, -40.0
735.0, 673.0, 0.0, -40.0
819.0, 679.0, 20.0, -40.0
912.0, 684.0, 40.0, -40.0
