645.0, 421.0, -130.0, 130.0
694.0, 417.0, -65.0, 130.0
734.0, 426.0, 0.0, 130.0
775.0, 419.0, 65.0, 130.0
821.0, 420.0, 130.0, 130.0
658.0, 463.0, -130.0, 65.0
700.0, 465.0, -65.0, 65.0
736.0, 468.0, 0.0, 65.0
774.0, 464.0, 65.0, 65.0
812.0, 465.0, 130.0, 65.0
659.0, 504.0, -130.0, 0.0
706.0, 502.0, -65.0, 0.0
736.0, 502.0, 0.0, 0.0
771.0, 503.0, 65.0, 0.0
809.0, 506.0, 130.0, 0.0
658.0, 545.0, -130.0, -65.0
701.0, 540.0, -65.0, -65.0
738.0, 538.0, 0.0, -65.0
774.0, 541.0, 65.0, -65.0
810.0, 540.0, 130.0, -65.0
648.0, 590.0, -130.0, -130.0
697.0, 581.0, -65.0, -130.0
733.0, 582.0, 0.0, -130.0
776.0, 586.0, 65.0, -130.0
817.0, 584.0, 130.0, -130.0
